Text,Action,Action_number,Label
Paul Turner. Good deep Sanogo slid him up.,No action,0,0
"The car looking. We'll use the dribble with six to shoot and he'll put it up and score ice. And that's why, I mean, you need him, you need him for ball handling, you need his scoring in a game like this.",No action,0,0
Grilled and another stellar defensive play by Juan Harris. Good defensive recovery by Trey Jackson knocking it out of bounds.,No action,0,0
Trying to get Polly a look under five. It's cold with.,No action,0,0
"We want to do so, and otherwise we want to embrace that this is going to be some long offensive possessions, as is always the case against Virginia. How about the offensive rebound by Shedrick? He's blocked by post.",No action,0,0
The look up. Road and tracks down the offensive board and a good rejection at the rim from Muhammad. He thought he got all ball instead.,No action,0,0
"This beautiful place. Rich man had it poked away by Kerry. Now into the hands of Harris, out to Mohammed. That's a 3.",No action,0,0
"Hawkins. Ohh. What a welcome relief, huh?",No action,0,0
Second back into the game for miles kale. Five point lead for Seton Hall. Here's Mohammed contested pull up won't go now. Georgetown won for its last eight from the floor.,No action,0,0
"Well, fighting Bishop loose ball ground by Mccullen. He wants to take it to the Rams. It rolls off tip.",No action,0,0
"The most consistent we've seen this offense play in a while now for 20 straight minutes volunteers, 7 of 18 from 3 after that last miss.",No action,0,0
Found some grid of ways to score the bank 3 airball offensive rebound no matter how you do it. Aggies hanging in there.,No action,0,0
"Ball still on the deck. And a beautiful diving effort, that time from Jackson, scooped up by Harris. And there goes kale, toppling over.",No action,0,0
"Has embraced the long possessions. You know you notice. Both coaches say that. You know both the teams and when you know you, when you know you struggle to score in your.",No action,0,0
Ziegler has that one sent back to her.,No action,0,0
Multiple ways that you know top 3040 seconds. Test your mental toughness. Staffin turned it over. BC looking for early offense Carnick?,No action,0,0
Shot clock winding down on the Virginia Kihei Clark back. Iron on a long 2.,No action,0,0
"Reminiscent of that at that with that free throw line appearance, but he's got 5 today.",No action,0,0
Wilson's short on the three. Offensive rebound by McCormick. That's his specialty.,No action,0,0
And give a break to kadari. Richmond. Offensive rebound. Second chance and it's cashed in that time by Jared Rhoden. The three.,No action,0,0
"Offensive boards by Vescovi. Mismatch. Patches. So put it up, he will oblige.",No action,0,0
"And it's a miss. And here comes Keon Ellis. Well, back screen to get Jabari Smith into the post. And there's Kessler with those long arms and the deflection 2 on one Johnson.",No action,0,0
"But without a badging, without Remy Martin, he's getting an opportunity. Good start. No field goals in the last four for, yes, food. But they don't need him to score. They need him to do what we just saw. There's jazz krutz off tomorrow.",No action,0,0
"Listen, you don't have to call hungry. 2020.",No action,0,0
"Spread of Parker played at Missouri, now at Santa Clara. Here's grill. Now he's back for Jones.",No action,0,0
"That's a contest, too. By Whaley. Tyrese, Martin and Connecticut. Just one of six to start.",No action,0,0
Need for Texas Tech led by as many as 15 mcculler. To get a reach.,No action,0,0
"Good goal there for Jared. But they would sue for three. No rebound Stanley, his putback won't go tipped around a Bynum.",No action,0,0
"Matthews tied up Google. Russu rather tied up good defense down low. Now, champagne on the attack, who's shot off the mark, and Durham comes away with it again.",No action,0,0
"The head to Reeves Reeves transition 3. Watson fighting for it. Nowi brings it down. That was a good, strong rebound by Nightwing.",No action,0,0
Transferred from McNeese State. Martin. A lot of tough shots by Yukon.,No action,0,0
"22 to five run, so they have it in them because the numbers and the depth can sometimes wear you down. And there is Stevenson, High off the glass.",No action,0,0
"Chairman weather is the 68, sophomore has not been shooting well until tonight. But tell you what if Mike Mcgees can get Withers going. That would be a great accomplishment for him as the interim head coach because he was a.",No action,0,0
"Went out on top. Not too shabby. Isn't it? So looking inside shot clock now down to two. Gotta get a shot up there. Kind of a wild attempt there by else, but it won't fall in.",No action,0,0
"That's usually something we see from Keyshawn Bryant. Meanwhile, it's syverson molinar to clean up the missed dunk attempt, and James Reese is off to a fast start. That's seven points.",No action,0,0
"I will say this the last time I did a game from home. My Internet went out at the 16 minute mark of the first half. So we're we're, we're way ahead.",No action,0,0
"This is trying to clear space. Actually, that's Mitchell, that he loses the ball and it's scooped up by Wilson.",No action,0,0
"Yeah, they just, they match shot the ball well all year. Yeah, really shooting 27% in SEC play. There's a three. Good screen.",No action,0,0
"Nice play for the guy, Ziegler. Here's Coleman little fade away, his first attempt.",No action,0,0
"One thing about it, bully, he plays eight guys. Anayas 3 rolls around and.",No action,0,0
"I could see that call going the other way, you know, so when you're in a Fisher, you have to have your mind made-up, be confident with the call, another rejection I'll be ago.",No action,0,0
There he goes. There he is again. Short this time.,No action,0,0
"Equally asking for a foul there Alexander, left alone, comes up short, follows his miss and a foul. Posh is everywhere.",No action,0,0
M hard. Probing and sonogo. Nice to know.,No action,0,0
We had a lot of fun against Baylor and that game was at home. And then of course that Kentucky game coming up with Jabari Smith was what Jabari Smith's gonna do for a long time.,No action,0,0
"Crosses his first career double double 13 points, 12 rebounds. Well and mobile needed someone on the board so he has been that guy helping them out on the glass man it really working. Ohh terrific shot that was not an easy.",No action,0,0
The offense has dried up for BC the last five minutes. Jones too strong?,No action,0,0
Durham baseline. Nice move and we've got a wedgie.,No action,0,0
"As a half court offensive player, that's a unique statement, but he is so good at getting around that restricted arc, making plays off at 2 feet. Oh, there he is. There is James R.",No action,0,0
"Sophomore from Dickinson, TX returned to his home state. Chandler tried to whip it into the corner and it's thrown right to Quentin Jackson. You just gotta understand time and score. That's gonna drive Rick Barnes crazy for Kennedy Chang.",No action,0,0
"You know your strength, this stuff, your schedule and and and the conference that you're in. It's a gift and a curse because you have opportunity.",No action,0,0
Has given him the best minutes so far. You get vescovi for a hole. Let's check in with Alyssa.,No action,0,0
"Route 2 Jalen Williams is play no. Well, that and coach Musselman has gone with a large a bigger lineup and a defensive minded lineup, that's.",No action,0,0
"He's really good in the open floor, but you leave him that wide open, he's gonna knock shots down, Kessler rolls and flushes.",No action,0,0
Polly catch and shoot.,No action,0,0
Jalen Gaffney checking in the veteran guard off to Hawkins. That's the guy. Ohh goodness.,No action,0,0
"From watching Boston College in practice, they want to eliminate the dribble penetration from Virginia. Really sagging the paint, keep the ball out of the paint, a double odd cafaro and an offensive foul.",No action,0,0
"Out of conference, strength of schedule, pretty low for this NT. Challenge two is a knuckle ball, but another offensive rebound. Aggies had 20 offensive rebounds.",No action,0,0
"Really valuable to the Friars this year. He's lost about 20 pounds in the offseason, and he said it looks like a different player offensive foul called against St. John's.",No action,0,0
"If you wanna win, he told him, come on to Auburn. We're winning now. Yeah, I'm already also told him you're not gonna score 25 a game.",No action,0,0
"It is. Well, you also consider what's coming up. You've got a huge weekend matchup at your house with the Blue Devils. Of course, that's the biggest rival. Here's all. Net hit?",No action,0,0
What an exceptional especially second-half for Carl.,No action,0,0
"It doesn't matter which team is good, bad, great, both teams bad, it does not matter. It's gonna be a good one. There was ward. It was able to block that.",No action,0,0
"He's hit two threes tonight, nembhard with four. Nembhard with two.",No action,0,0
You have to you have to make notice of that and and just keep keep keep attacking some aggression thing Franklin in the middle range you were talking about.,No action,0,0
"In many ways, what Chris Beard helped create here tonight has been redirected back at him and his team. To Sue, had it punched out?",No action,0,0
"The points per game in league contest, and it's five points in a row for St. John's can watch him get going there. It is finally his first field goal of the night.",No action,0,0
"Terrence Shannon's in the game. Hello, TJ.",No action,0,0
"Tyrese Halliburton territory. We know he's gotta shoot it better, rich, and he will. But boy, does he do a lot of things to help you win. Yeah.",No action,0,0
"Still have 10 of the shot clock with Jasper. Will start against Quinerly. Ohh, she quick. That's a block that's signed by Betty Occo, getting into the Act defensively.",No action,0,0
"A quick moving first half, mannick down low this time. Lot of bodies around him rolls off the iron.",No action,0,0
The Jayhawks 15 and oh this season when leading with five minutes to go. No call.,No action,0,0
"Wheeler, another corner 3. Not this time push. Kidding.",No action,0,0
Aggies are three away from the tie. Diarra can't provide it.,No action,0,0
This gives an 8 point score for his career. But when you score eight points a game. And you started for four years.,No action,0,0
To help them out. The bill by two. Tied up in it.,No action,0,0
"Players love to play games, you know, we just wanna go play. We we're not worried about practicing, but at this point of the year and and really what with what's on the line, you want some practice time?",No action,0,0
"Yep, and that wild one over St. John's curl O'Connell pretty pass conf runner cleans it up.",No action,0,0
I think Williams at Roosevelt Wheeler out for the bill. Weathers is a guy who scored at 13 against Notre Dame and another whistle.,No action,0,0
"2 Marcus Carr is good giving it. Everything he's gotten tonight, though, has the length of McCullough there is just too much. Spin shooting can't get it over the rim.",No action,0,0
Alexander with three off to Hawkins. Who beats the buzzer and gets a friendly bow.,No action,0,0
For free made free throws in that game in Saint John. Final 320 the first half Coburn for three. Tough shot. And the rebound will Reeves.,No action,0,0
Midnight. Ohh what a blow. Close. We're gonna call goal 10.,No action,0,0
Keeps getting better. Shoots the ball with confidence. Always the aggressor. About time too much the address too much so indeed.,No action,0,0
Martin with 10 backing down O'Connell and O'Connell and the Jays coming up with the defense here in the opening minutes and nice job training.,No action,0,0
"Watson. Over Soriano, it won't go.",No action,0,0
"Soccer from wants to take one more before we wrap this one up, and that's off the mark. And that will do it.",No action,0,0
"Behind. We have an advantage here. Ellis throws it up. That's no good. Kessler again affected it, and Auburn pushes 3 on 2.",No action,0,0
I'd love to see him get back to that throughout the second part of the ACC season. Faulkner and lots of contact. He takes a knock.,No action,0,0
"Ohh, that was a hook and they missed it. McCormick throws it away again.",No action,0,0
"Georgetown coming off of really tough loss on the road at Butler, a game Donnie that they could have won. They were down as many.",No action,0,0
"Who's first got to him at Fresno State? He didn't let William shoot from the perimeter. You know, they had other guys and it wasn't his strength. He has worked to become a 3 point shooter.",No action,0,0
"You sit back from the zoo 13 minutes to play and love it. Tough shot for target. Traded nothing but net for Marcus Carr, who now has nine points.",No action,0,0
"Huntley Hatfield, take a 15, footer Fulkerson. Found on the rebound.",No action,0,0
"Game to game, having his guys ready. There's there's none better than Ben Hall. Pushed Kentucky to overtime that night. Count the basket for Garrison Brooks.",No action,0,0
Dem hard off to Pizzella was shut down by the wrench Whaley.,No action,0,0
Ask you ohh shoot down. I think Christian Bishop thought the same thing. You gotta put that up.,No action,0,0
"All loose underneath Santos Silva trying to. Defeated to a teammate, but ask you a steal running with Alex.",No action,0,0
"Winterley bodies and not wood. Because if he sees wood, he's gonna take up that space. Whoa, Wendell. Green way outside Kessler. The board.",No action,0,0
Bailey up high to pull down that rebound. And it's turned over. Here's Coleman slides through and finishes.,No action,0,0
"Probably staying in that zone. Ohh, that's a bad path. Find them. Tipped it out. It'll stay with St. John's. What? Bynum's been everywhere in his own right, too.",No action,0,0
Talk about preparation on the inbounds. No. Briggs said don't foul. Jackson hitting A3. Back to two.,No action,0,0
"You know that that's half the battle when you transfer to a new place that has a winning tradition. Billingsley, driving and drew.",No action,0,0
And he gives it back now to Roden. Road and off the dribble? No Tyrese. Samuel rejected that time by Matumbo.,No action,0,0
You can't get closer to the basket than that. Difference down one end. Kessler grabbed it and shot it. And that's gonna be a foul. That's gonna be.,No action,0,0
Losing a significant opportunity last night against the Blue Devils as Caleb Love makes his first field goal.,No action,0,0
Davis gave it away. Custard wants a second. At three is strong.,No action,0,0
My man on the notorious OB just put me on blast. Ohh. He was great. It was great for him to see it. I know he enjoyed it. Ellis Nice and they needed that.,No action,0,0
"He's not scared to shoot it, though. You don't get the 38 without without taking chances on yourself. Tip to West. Louisville, trying to convert lock, will carry the three.",No action,0,0
"Let's quinter lane. He will fire. And hit the backboard, you don't get any points for that.",No action,0,0
Four and one in conference play to start for the first time since Alex Caruso was running around Aggieland.,No action,0,0
The drive and scoop and it never got to the rim. It went up and over so.,No action,0,0
"Bob Church, working on Henderson, turns it over. This is Marcus Williams. And the follow was there by Redford.",No action,0,0
This man said. A bunch of them back off across the triple well short. That's gonna roll on out in North Carolina on the basketball.,No action,0,0
"South Carolina, in that win at Texas A&M, handled the pressure well. That got themselves open looks, got some confidence. Early three goals for Josiah Jordan James.",No action,0,0
"Returned as John Rothstein told us. He got cut above his right eyes taped up, and he's back out there.",No action,0,0
"With ten, it's Alexander. Alexander. Willing it up about that over Poly?",No action,0,0
"They brought toughness, they played with speed and quickness. It's that it's the things that have driven NATO's crazy.",No action,0,0
"Sticking with the 2-3 zone. Betty Occo down low. So it's four on four on the perimeter, yeah. Keon Ellis, a brick. And Betty Ocos foolishly picks up a foul. And Devan Cambridge had that basketball.",No action,0,0
The tech turns it over. Quick pass down low and the finish.,No action,0,0
"Would have brought the house down this still may. So now go again, couple of feet further out. He's not as effective.",No action,0,0
He's one of those guys that just gets heated up and and Kevin Willard would continue to run stuff for him. Rejection from OB AGU Bahamut on the second chance. No ego. FA with four. Gotta get a shot off.,No action,0,0
"The game, cocksman. They will run it right up your backside and score early in that shot clock. Now that's much different than Mississippi State. No, they like to play a little more of a methodical piece. Jeffries draws the foul.",No action,0,0
"High octane starts at this one, a cunning Alexander.",No action,0,0
"Donald Carey, who's had an excellent night, wisely draws a foul and somehow got the shot to drop.",No action,0,0
Such a good job defensively. Couldn't pay it off. Now Seton Hall has to come down and try to gather themselves a little bit. No one handed passes yetna cans at three.,No action,0,0
Here's pal. Off the feed from bescoby drills it.,No action,0,0
"Long rebounds and was a good offensive rebounding team because of those long rebounds, there's that finishing ability. Yep.",No action,0,0
And they look much more comfortable without ochaya bhaji than they did to start this game. Lockington catch and release. He has 18.,No action,0,0
Kalscheur playing with three fouls. Five on the shot clock. Here's Trey Jackson for three.,No action,0,0
"Inside, walled up by Condon, tough shot by Jalen Wilson. What a second-half from Wilson. All eleven of his points.",No action,0,0
Ratchets double. Try to pass out of it and turn it over. It's a monster double that A&M will run at the big.,No action,0,0
No Michael 2 for one this team. Now back court here and it'll go back to the Huskies with 34.2.,No action,0,0
He's been able to do it province back in the zone. Gotta try and attack that elbow area like really did last possession 9. We lost it turnover by Saint Johns.,No action,0,0
"As soon as you beat your man, you're throwing it up to the rim. And he can go get it and he can go get it soaking Cambridge. Police ball on the floor miles and they got a 3 on one and what will Shackleford do? Knocked down A3.",No action,0,0
Had a really fine day individually. On the dribble. His needs are inside and he's tied up and a possession arrow will go to Carolina.,No action,0,0
Bradley penetrates. That's for with a big block and now Johnston and Davison to the basket and a foul along.,No action,0,0
The big numbers on the offensive boards to Duke and before that big numbers from beyond the three-point line of Notre Dame. Manic with the missing the line.,No action,0,0
Jeffries on the push? Shovels back to Brooks. From ten really good Kevin that is really good cause Brooks is not a 3 point shot.,No action,0,0
"Quite a surprising opening 15 minutes. Abso Hawkins can take his guy and elevate. Now. He should keep it. Some contact and they throw it away. 7 turnover by Creighton, yeah.",No action,0,0
"Wonder Lee and Jasper. And yeah, I checked him. He got him with his foot. Casper blew right past him off that ball.",No action,0,0
Big is the Carolina blue. You want to bring out your best. He's had a great start early. They're really gonna need him on the glass tonight. He goes crashing in right there to keep that one alive.,No action,0,0
"Aaron Wheeler making his third straight start for Mike Anderson. His pass gets deflected. St. Johns maintains possession. Champagne again, and this time it's Al Durham with the board. You know with Saint Johns, the more you see them in the half.",No action,0,0
Tar Heel. He is 18. Seven out of 13 Ellis trying to do it again.,No action,0,0
Tony Bennett want in an illegal screen there on Boston College. Didn't get it. Ashton Langford looking for somewhere to go.,No action,0,0
Trying to contain bacon. Once that painted area again just outside it had a misfire. Great job by Curry there.,No action,0,0
Now they can get champagne going with those other tools they got. The ninth assist for posh Alexander and a turnover by Providence.,No action,0,0
It's a 24 point advantage. Make it 22 for Mississippi State well.,No action,0,0
"Interesting Providence tries to zone early, which is not bad. Saint John's not a great 3 point shooting team and it slows. A little bit. Matthews gets the bounce.",No action,0,0
Lowering that shoulder and driving like a running back. Jones three around it out tipped around car gets it back.,No action,0,0
"Batman and Clark. They have not scored so far, but Beatman finds Gardner, who's got 8.",No action,0,0
"Taylor gets it back from Fulkerson, goes around the screen from the big guy and can't finish folk. He's here to tip it in.",No action,0,0
Mohammed shot 3 feet back. And now Richmond are three.,No action,0,0
"Probably doing a nice shot, forcing him deeper off the box. This is a tougher play for him now that all the bigs Sanogo, he's just couple of feet away from that. He's streaming online.",No action,0,0
"Ball inbounds. With Kessler guarding Davison. Shackleford gets a blocked by customer, but there was a foul on Jabari Smith.",No action,0,0
"You gotta be thinking a little bit. Call with the right hand, huh? How about that?",No action,0,0
"You will know him as a patriot once you well, it's like getting divorced and then so you can die single. Yeah, I think, I think that's right. Green, look out.",No action,0,0
Back for his fifth season as a Husky. Nice day again. Call forces to give away.,No action,0,0
When will we have such a unique player? When he's good. Smiths got it down low in the paint on. Gary Bediako was there too late. Jabari Smith laid it up and in.,No action,0,0
Skip pass into the corner. Mitchell lost the handle on it. And a push on Mitchell after losing that basketball.,No action,0,0
"From the free throw line the first half, no major changes in the NFL lineup to start the second-half, Eric Cash is on the floor, as is Hayden Hefner. Neither one of those guys started the game.",No action,0,0
This crowd is amped up tonight. Santos Silva kicks it out. That's an open look for Wilson.,No action,0,0
"Four guard look now for Iowa State. Two point guards. Jon Stewart, right to Duane Harris not comfortable on those short rolls?",No action,0,0
"This early look at it, episode 8, by the way, Tim Duncan, Rodney Rogers. That's the Wake Forest contingent. Yeah, I've heard. I've heard of those guys.",No action,0,0
Quinton Jackson look at this Hassan Diarra found by Folkerson.,No action,0,0
"In some contact, well, you better be in shape to play at this pace, kauluma. And that takes us to our first time out. Unbelievable. Take a breath.",No action,0,0
"Martin, nice help.",No action,0,0
Best give you the steal 4 on one Chandler will finish.,No action,0,0
"More clear for three. Watson, the offensive board put back, is there.",No action,0,0
Johnson one-on-one the Quinerly and he settles for a long 32. Strong and Betty yako. So neither team fought from the start shooting.,No action,0,0
Basically outrebounding everybody. And then a backcourt with really 2 handlers and they're good. There he goes again.,No action,0,0
Here's Kyle Show. The numbers are three-point rate is a great indicator of success for this Tennessee team.,No action,0,0
"About a three or four minute span. Boom, Mississippi State closed that thing down, took it overtime and and he's right there with anyone you want to talk about in this league in terms of preparation adjustments.",No action,0,0
"Hardwell came over to help. You had to rotate and Shackleford was wide open. Katie Johnson. They found Devon Cambridge, who brought down the house.",No action,0,0
"Shot from 16 feet that that Ricky Bobby offense does not work against the team like Seton Hall and I know him. Amina. I know he's a freshman, but.",No action,0,0
Alexander and he traveled.,No action,0,0
"When Iowa State went to the 131 zone, which they used in warrants, and they picked it apart right away, good start for Kansas. I like their poise.",No action,0,0
"And this time to tell Durham with the board, you know, with Saint Johns, the more you see them in the half court, the worse it is for them. They want to get it up and down as fast as they can.",No action,0,0
"The kind of kid that you don't run plays for, he just makes plays 24 with the ball. With more recovers, Bryant was a little indecisive there, thought about passing and shooting.",No action,0,0
"Having Garrison Brooks is is one point shy of his season high of 18. Molinari into the Katie floats it down, just killing him off the bounce.",No action,0,0
Finishing eighth may get you in the tournament right now. Mississippi State sitting at 5th.,No action,0,0
Port clerk quickly into Durham. There's the foul with 3.8 remaining.,No action,0,0
"Grabbing does not have numbers by them love Watson, no.",No action,0,0
He went into the defender. Hurley High arching 3 too strong Jason Holt is coming to the game for Alabama.,No action,0,0
"Carter so Vera with a 3 point play. They were going home happy, now they're going home delirious.",No action,0,0
"If they win that game with Nate Watson not scoring, I would have thought before the game that's impossible. Steph Smith drills the three.",No action,0,0
"Comic in the foul line. If there was no place to pass it, he would shoot it. That time there was a place to pass it.",No action,0,0
I don't want to be out of work. O'Connell raff. I only have a bachelors from Seaton Hall that didn't get past that.,No action,0,0
"Jimmy, they've only taken 3 threes. They've missed all of them. So they're 20 of 29 from 2 points from the two. Think about that's crazy.",No action,0,0
"Somebody's got to put it up three to shoot. The color is gonna be the one that does from 3. Williams had the offensive rebound and loses it out of bounds, though, when he collided.",No action,0,0
2:50 to play. Miscommunication there and a turnover.,No action,0,0
"Speed things up or chew the clock up, Richmond no, no. I don't think she know was affected by it, to be honest with you. Now. Well, now this.",No action,0,0
"Chris Beard going early to Brock hunting, surely? The Sue shoots A3 a little bit long.",No action,0,0
"Early foul Kessler. They put his elbow right into his chest. Hey there, John, the floor and it's a tie up.",No action,0,0
Hawkins still off.,No action,0,0
"Dozen points, 10 rebounds for the big man out of Norfolk. Here comes Tyrese hunter. He'll take it himself and go off the window.",No action,0,0
Puckler for 3/4 blue was waving for that ball for at least three or four seconds.,No action,0,0
Ohh rare miss for RJ Cole at the free throw line and it goes back to Grayton.,No action,0,0
"He is Donnie, and he's one of very few veterans on this Georgetown team that is laden with freshmen. Nice snacks down of three and that's back-to-back from downtown.",No action,0,0
"I think they get it. I just think they hate animosity or strong words these days. You know, you guys, you're not afraid to use one. I guess Santos Silva. Lost the handle, gets it back in scores, that left hand.",No action,0,0
"Been so impressed by with Coleman is the better the competition has gotten, the better his play has gotten. He has increased all his averages in SC, Plus Henderson came over to help.",No action,0,0
"Challenge two is a knuckle ball, but another offensive rebound. Aggies had 20 offensive rebounds against South Carolina, but they only turned them into 12 second chance points.",No action,0,0
Facing up to Sue? Somehow found Timmy Allen underneath and he missed the bus.,No action,0,0
"Over the weekend as well, the former Texas Guard, NBA guard under Rick Barnes, TJ Ford said, hey man, you came to Tennessee to be coached hard.",No action,0,0
And that is off the leg of Jalen Wilson out of bounds.,No action,0,0
On manning. Ellis wants to take it. The scoop? No. And back out there to collect it.,No action,0,0
"Nice little hedge by there. He loves it. You're in trouble when he goes to that shoulder, though.",No action,0,0
"Retreat defensively, slow them down, and transition. And and rebound is the major theme this time of year, another block from OB Yagu.",No action,0,0
How about this 88 uninterrupted minutes? Since that we're gonna have two timeouts in 10 seconds pretty soon. Call rejected.,No action,0,0
"Precocious freshman has earned some starts and minutes. He's trying to spark something in this second-half. There's mullinar. Well, how did that go down? He flung it up.",No action,0,0
Woman drives massive black macoma. And Tennessee comes out of there with it. It's Chanda.,No action,0,0
Warren elects to shoot at three. That's well off the left side.,No action,0,0
And they trail in second chance points. Donnie 13 to 0. Harris.,No action,0,0
"Having lost four straight conference games, he called it an elephant in the room that they're ready to get back in the win column. Here's Jackson after the crossover, and he gets it to it leads me to this question.",No action,0,0
How about Juan Harris? 12 points and eight Dimes tonight? And don't forget those steals and disruptions. This might be as good a game as he's ever played at Kansas. Brockington. back-to-back buckets.,No action,0,0
"Answer Yeah, we won't figure that one out. Ellis too strong with the shot clock winding down. The tip comes right to Curry. He's awfully strong. He really is.",No action,0,0
"His big head set the screen, Davis trying to win it all black from behind with this with a terrific shot there. Here comes the long heave and we are indeed going to overtime.",No action,0,0
"But he's still explosive. I mean, I think a lot of guys have traded for his explosiveness, even at 70%, because he's a spectacular.",No action,0,0
"Once again, finding ways to get it done down the stretch. Can they hold? 20 seconds to go. Coburn Forces 380 hits. And they're gonna take a look at this one.",No action,0,0
"His long and short man. It came in band of the rebound, the right to lock, and he fires up his Withers on the other end for two.",No action,0,0
How about Joe yesufu? Limited minutes the last four games and a big factor in this second-half. Here's brown.,No action,0,0
They don't take a ton of them. 31 attempts per game. Here's Gordon and Gordon able to fight Chandler for the rebound.,No action,0,0
"Get it side to side, more actions and the little guy finish it. Not this time. It was Kauluma and Alexander working their way to the stop.",No action,0,0
Virginia sent to double that time to Quinton Post. He gets it back. Can't hit falling away. You know what is Virginia go here for offense. What this.,No action,0,0
"It's been good to see, though, that Copparo has returned yes to the Virginia bench. Yes, he's up cheering his teammates on, which is a good sign. Makai Ashton Langford scores his first points.",No action,0,0
Game at Clemson and also got Virginia Tech and Pitt on Sunday. Balls on Armond Franklin and his guys love him.,No action,0,0
"Look at him. I'm switching out on key. Hey, what you got, key? Hey. Clark turned it over, forced by Carnick and then a Beekman foul.",No action,0,0
"Shane Edward Jeffries at times said. Let's just back it out, run some offices. In the corner for fountain, eddies fouled.",No action,0,0
"From Texas players, he's as tough as it gets. He he is again. He's a foxhole guy, the guy you want in any environment because you know he's gonna be.",No action,0,0
Ross gives it up. Sticky defense here and a foul on the play with 916 on the clock and.,No action,0,0
Alexander no. Look. Pass. And it's a turnover. That was a careless play by posh Alexander. That three is good for pain.,No action,0,0
"Car. Jumper got it, Mitchell.",No action,0,0
They did not have a field goal in the first half. Nowhere to go. Back out to Reeves. Reeves. That's a long 2 and it won't go. And maniac comes in for the offensive board swatted by Soriano. Reeves gets him back in his cell.,No action,0,0
Who is tough battle tested? And sometimes you see a player go down after a sequence like that and they've got to leave the floor.,No action,0,0
And Iowa State comes away with it and I think you gotta play faster now if you're the Cyclones.,No action,0,0
"Harris, that was halfway between the shot. Milah, I think. So now if you're the Cyclones, you have to play.",No action,0,0
"No, he doesn't. But it's his toughness, his energy and his communication that has him in the starting lineup and consistently in the rotation. Williams three ball, Marcus Williams with his first triple.",No action,0,0
"This is dangerous right here. Bacon hasn't remembered 4000. Stay out of trouble, Ellis denied and tipped away by love. Bacon was a huge part of that.",No action,0,0
"Coming up on 10 minutes to go in the first half, here's yesufu from the corner. Ohh, McCormick has been great.",No action,0,0
"Small person, little slow on the cut. There's gonna be 2 hands on the catch vest. Could be.",No action,0,0
Step backwards in that crowded corner to make your move and guys continue to do it and just lose their discipline.,No action,0,0
Takes a little bit of the stress off of Mullinar shoulders. Hot shooting starred for the home team right five out of 6.,No action,0,0
Wilson baseline pull up jumper from 12. Jamie may have gotten ahead on that. Didn't make it to the rim.,No action,0,0
Part of it you were deep breathing after dinner last night. Dama Sanogo. That's more like it for the Husky.,No action,0,0
"I'm not kidding. I lost you for like 1/2 a second there. I had some great stuff during that half second. Yeah, they're good, aren't they? Pull up. Did you time like the plug pull for?",No action,0,0
"10 points, 8 rebounds tonight for David McCormick. And he tried to rip away the rebound, to no avail.",No action,0,0
Treatment for run out a little deep though. And they keep it alive. And counted in the foul for Hawkins.,No action,0,0
"On Jabari Smith as Darius Miles, you see the brace on his left knee. Good defender and a good shooter. Smith Paul Fisher got hit on the arm, threw it up and he would go to the free throw line. That's good.",No action,0,0
"McCormick saved it kicks it out to Wilson, who knocks down A3 and continues the offensive onslaught in the second.",No action,0,0
"And I think the point should should be made she would you know when the game was created it was you know, it was segregated so that's why they called them the black fives because the game.",No action,0,0
Statman picks it up. Every Speakman will slow it down.,No action,0,0
Alexander to the cup. Cop Brenner gotta finish that. But they are scrappy though.,No action,0,0
Back out to Brown. Now Lightfoot working on Joe's God's hands to steal by hunter. And the laugh. What a fine.,No action,0,0
"Wheeler for three, and then it goes over the backboard.",No action,0,0
"With Santos, Silva was there to finish it.",No action,0,0
Langford. Tough shot over Gardner.,No action,0,0
Wilson with Caleb Grill on it. And that foul is gonna go on Jones.,No action,0,0
Chandler second in the SEC 2.3 steals per game. This is an undersized A&M lineup. Diarra off the mark with his three.,No action,0,0
Ohh and it's steel. A day Rusu is fouled by Bynum.,No action,0,0
"Game clock now at 8. Chandler, the freshman going to work. It's all the way in the paint and try to pass it late but.",No action,0,0
Cunningham is also in the game for Texas. Princeton's gonna shoot A3 and the lefty off the left side.,No action,0,0
And Saint Johns gets back. Watson. Off balance shot no good.,No action,0,0
"Looks like a big trip for Alabama, even though we're just underway in the second-half and Quinerly knocks down A3 and boy has he been on fire now to six point ball game.",No action,0,0
"But maintains possession for his team. Davis looking back for bacon on the spin, leaning in, looking for contact. He kept it alive. He thinks he.",No action,0,0
"Hey, we've got a 2 possession game with little over 8 1/2 minutes to go. Ohh banner stripped by Ramsey. Ohh yeah, it was a foul. It was, yeah, it was a foul.",No action,0,0
"You played against Rolando? Yeah, sure. Kansas State, yeah. An interesting that that.",No action,0,0
"Well, it is 72% free throw shooter. Can't hit the front end.",No action,0,0
"Two tough times. Who can do it the best? Those are the teams that find success. And on the other end, you mentioned the spirited effort that we've seen from Georgetown.",No action,0,0
"But you would think that he'll get well in this environment, you know, if he's gonna get well, this is the perfect night to do it in this crowd.",No action,0,0
But this seems like this is where the game will be won. If Tennessee can hold on. This is the highest leverage moment. Pal is in there playing a key role back-to-back threes.,No action,0,0
"Creating with the three time outs. You're down 3 here, rat. I'm waiting for them to give it. I thought they went in the back court.",No action,0,0
Under 5 to shoot. Bickerstaff way too strong and Virginia forces a second shot clock violation.,No action,0,0
The last two buckets for Georgetown Deep 3. Rebound Rodman and he is fouled that time by Kaden Rice.,No action,0,0
